Agency Name,State,NCES Agency ID,County Name,County #,Total Public Schools 2020-2021,Total Operational Public Schools 2020-2021,State Agency ID,Total Students 2020-2021,FTE Teachers 2020-2021,Total Staff 2020-2021,District #,% Operational Schools 2020-2021
CHRISTOVAL ISD,Texas,4814010.0,Tom Green County,48451.0,8.0,2.0,TX-226901,566.0,47.21,75.29,226901,0.25
CISCO ISD,Texas,4814070.0,Eastland County,48133.0,4.0,4.0,TX-067902,839.0,84.63,160.2,067902,1.0
CITY VIEW ISD,Texas,4814130.0,Wichita County,48485.0,3.0,3.0,TX-243906,1023.0,86.32,185.35,243906,1.0
CITYSCAPE SCHOOLS,Texas,4800288.0,Dallas County,48113.0,2.0,2.0,TX-057841,1204.0,51.0,133.41,057841,1.0
CLARENDON ISD,Texas,4814160.0,Donley County,48129.0,3.0,3.0,TX-065901,441.0,47.84,88.5,065901,1.0
CLARKSVILLE ISD,Texas,4814190.0,Red River County,48387.0,2.0,2.0,TX-194904,481.0,38.24,103.99,194904,1.0
CLAUDE ISD,Texas,4814250.0,Armstrong County,48011.0,1.0,1.0,TX-006902,316.0,30.18,51.58,006902,1.0
CLEAR CREEK ISD,Texas,4814280.0,Galveston County,48167.0,48.0,46.0,TX-084910,40737.0,2543.03,5357.37,084910,0.9583333333333334
CLEBURNE ISD,Texas,4814310.0,Johnson County,48251.0,12.0,11.0,TX-126903,6859.0,486.73,991.46,126903,0.9166666666666666
CLEVELAND ISD,Texas,4814370.0,Liberty County,48291.0,11.0,8.0,TX-146901,8888.0,555.92,1110.31,146901,0.7272727272727273
CLIFTON ISD,Texas,4814400.0,Bosque County,48035.0,3.0,3.0,TX-018901,961.0,77.59,160.6,018901,1.0
CLINT ISD,Texas,4814430.0,El Paso County,48141.0,15.0,14.0,TX-071901,10663.0,689.82,1531.29,071901,0.9333333333333333
CLYDE CISD,Texas,4814450.0,Callahan County,48059.0,4.0,4.0,TX-030902,1397.0,108.48,223.4,030902,1.0
COAHOMA ISD,Texas,4814490.0,Howard County,48227.0,3.0,3.0,TX-114902,1095.0,79.0,170.98,114902,1.0
COLDSPRING-OAKHURST CISD,Texas,4814520.0,San Jacinto County,48407.0,4.0,4.0,TX-204901,1533.0,116.88,278.96,204901,1.0
COLEMAN ISD,Texas,4814550.0,Coleman County,48083.0,3.0,3.0,TX-042901,842.0,70.2,156.31,042901,1.0
COLLEGE STATION ISD,Texas,4807350.0,Brazos County,48041.0,20.0,20.0,TX-021901,13664.0,1014.05,1947.06,021901,1.0
COLLINSVILLE ISD,Texas,4814580.0,Grayson County,48181.0,2.0,2.0,TX-091902,539.0,44.94,84.77,091902,1.0
COLMESNEIL ISD,Texas,4814600.0,Tyler County,48457.0,2.0,2.0,TX-229901,435.0,41.59,66.14,229901,1.0
COLORADO ISD,Texas,4814640.0,Mitchell County,48335.0,3.0,3.0,TX-168901,901.0,66.59,144.98,168901,1.0
COLUMBIA-BRAZORIA ISD,Texas,4814670.0,Brazoria County,48039.0,6.0,5.0,TX-020907,2873.0,203.27,456.52,020907,0.8333333333333334
COLUMBUS ISD,Texas,4814700.0,Colorado County,48089.0,4.0,4.0,TX-045902,1536.0,122.58,228.12,045902,1.0
COMAL ISD,Texas,4814730.0,Comal County,48091.0,39.0,35.0,TX-046902,25459.0,1617.95,3106.09,046902,0.8974358974358975
COMANCHE ISD,Texas,4814760.0,Comanche County,48093.0,4.0,4.0,TX-047901,1318.0,108.09,216.83,047901,1.0
COMFORT ISD,Texas,4814790.0,Kendall County,48259.0,3.0,3.0,TX-130902,1064.0,87.79,153.14,130902,1.0
COMMERCE ISD,Texas,4814820.0,Hunt County,48231.0,4.0,4.0,TX-116903,1462.0,121.71,250.94,116903,1.0
COMMUNITY ISD,Texas,4814850.0,Collin County,48085.0,8.0,5.0,TX-043918,2757.0,171.49,329.88,043918,0.625
COMO-PICKTON CISD,Texas,4814880.0,Hopkins County,48223.0,1.0,1.0,TX-112908,709.0,63.24,119.9,112908,1.0
COMPASS ACADEMY CHARTER SCHOOL,Texas,4801417.0,Ector County,48135.0,1.0,1.0,TX-068802,1322.0,77.04,108.15,068802,1.0
COMPASS ROSE ACADEMY,TEXAS,4801457.0,Bexar County,48029.0,3.0,3.0,TX-015838,1154.0,50.75,113.84,015838,1.0
COMQUEST ACADEMY,Texas,4800127.0,Harris County,48201.0,1.0,1.0,TX-101842,38.0,2.23,7.92,101842,1.0
COMSTOCK ISD,Texas,4814920.0,Val Verde County,48465.0,1.0,1.0,TX-233903,231.0,18.57,32.97,233903,1.0
CONNALLY ISD,Texas,4814970.0,McLennan County,48309.0,6.0,5.0,TX-161921,2342.0,186.09,389.01,161921,0.8333333333333334
CONROE ISD,Texas,4815000.0,Montgomery County,48339.0,65.0,61.0,TX-170902,64563.0,4110.6,8248.42,170902,0.9384615384615385
COOLIDGE ISD,Texas,4815120.0,Limestone County,48293.0,2.0,2.0,TX-147901,309.0,29.37,52.25,147901,1.0
COOPER ISD,Texas,4815150.0,Delta County,48119.0,3.0,3.0,TX-060902,806.0,66.08,124.74,060902,1.0
COPPELL ISD,Texas,4815210.0,Dallas County,48113.0,18.0,16.0,TX-057922,13052.0,859.83,1448.42,057922,0.8888888888888888
COPPERAS COVE ISD,Texas,4815240.0,Coryell County,48099.0,11.0,11.0,TX-050910,8052.0,564.09,1270.48,050910,1.0
CORPUS CHRISTI ISD,Texas,4815270.0,Nueces County,48355.0,58.0,58.0,TX-178904,34511.0,2232.46,4631.43,178904,1.0
CORPUS CHRISTI MONTESSORI SCHOOL,Texas,4800279.0,Nueces County,48355.0,1.0,1.0,TX-178807,116.0,7.63,17.63,178807,1.0
CORRIGAN-CAMDEN ISD,Texas,4815300.0,Polk County,48373.0,3.0,3.0,TX-187904,789.0,65.94,152.42,187904,1.0
CORSICANA ISD,Texas,4815330.0,Navarro County,48349.0,9.0,9.0,TX-175903,6059.0,416.1,865.69,175903,1.0
COTTON CENTER ISD,Texas,4815360.0,Hale County,48189.0,1.0,1.0,TX-095902,96.0,14.06,30.85,095902,1.0
COTULLA ISD,Texas,4815400.0,La Salle County,48283.0,4.0,4.0,TX-142901,1265.0,111.89,262.14,142901,1.0
COUPLAND ISD,Texas,4815420.0,Williamson County,48491.0,1.0,1.0,TX-246914,173.0,12.84,23.77,246914,1.0
COVINGTON ISD,Texas,4815480.0,Hill County,48217.0,2.0,1.0,TX-109903,276.0,23.58,82.73,109903,0.5
CRANDALL ISD,Texas,4815510.0,Kaufman County,48257.0,8.0,8.0,TX-129901,4868.0,327.05,623.55,129901,1.0
CRANE ISD,Texas,4815540.0,Crane County,48103.0,3.0,3.0,TX-052901,1099.0,87.05,172.18,052901,1.0
CRANFILLS GAP ISD,Texas,4815570.0,Bosque County,48035.0,1.0,1.0,TX-018908,129.0,15.21,29.67,018908,1.0
CRAWFORD ISD,Texas,4815600.0,McLennan County,48309.0,3.0,2.0,TX-161901,561.0,52.51,88.35,161901,0.6666666666666666
CROCKETT COUNTY CONSOLIDATED CSD,Texas,4815690.0,Crockett County,48105.0,3.0,3.0,TX-053001,764.0,66.36,134.78,053001,1.0
CROCKETT ISD,Texas,4815720.0,Houston County,48225.0,4.0,4.0,TX-113901,1273.0,100.46,198.82,113901,1.0
CROSBY ISD,Texas,4815750.0,Harris County,48201.0,10.0,9.0,TX-101906,6337.0,395.01,737.54,101906,0.9
CROSBYTON CISD,Texas,4800001.0,Crosby County,48107.0,4.0,3.0,TX-054901,316.0,34.75,63.9,054901,0.75
CROSS PLAINS ISD,Texas,4815810.0,Callahan County,48059.0,2.0,2.0,TX-030901,363.0,35.75,65.59,030901,1.0
CROSS ROADS ISD,Texas,4815840.0,Henderson County,48213.0,3.0,3.0,TX-107904,528.0,52.85,99.54,107904,1.0
CROSSTIMBERS ACADEMY,Texas,4800278.0,Parker County,48367.0,1.0,1.0,TX-184801,120.0,9.0,19.0,184801,1.0
CROWELL ISD,Texas,4815870.0,Foard County,48155.0,1.0,1.0,TX-078901,202.0,21.39,49.11,078901,1.0
CROWLEY ISD,Texas,4815910.0,Tarrant County,48439.0,23.0,22.0,TX-220912,15731.0,1149.24,1937.18,220912,0.9565217391304348
CRYSTAL CITY ISD,Texas,4815930.0,Zavala County,48507.0,5.0,5.0,TX-254901,1838.0,112.89,307.14,254901,1.0
CUERO ISD,Texas,4815960.0,DeWitt County,48123.0,4.0,4.0,TX-062901,1911.0,160.1,344.72,062901,1.0
CULBERSON COUNTY-ALLAMOORE ISD,Texas,4815990.0,Culberson County,48109.0,1.0,1.0,TX-055901,387.0,33.6,73.73,055901,1.0
CUMBERLAND ACADEMY,Texas,4800034.0,Smith County,48423.0,5.0,4.0,TX-212801,1961.0,161.96,250.96,212801,0.8
CUMBY ISD,Texas,4816020.0,Hopkins County,48223.0,2.0,2.0,TX-112905,420.0,40.29,70.2,112905,1.0
CUSHING ISD,Texas,4816080.0,Nacogdoches County,48347.0,2.0,2.0,TX-174902,576.0,40.5,78.85,174902,1.0
CYPRESS-FAIRBANKS ISD,Texas,4816110.0,Harris County,48201.0,90.0,90.0,TX-101907,114881.0,7659.35,15496.08,101907,1.0
D'HANIS ISD,Texas,4816140.0,Medina County,48325.0,1.0,1.0,TX-163902,315.0,34.28,62.16,163902,1.0
DAINGERFIELD-LONE STAR ISD,Texas,4816180.0,Morris County,48343.0,4.0,4.0,TX-172902,1057.0,85.8,198.92,172902,1.0
DALHART ISD,Texas,4816200.0,Dallam County,48111.0,4.0,4.0,TX-056901,1632.0,132.38,221.66,056901,1.0
DALLAS ISD,Texas,4816230.0,Dallas County,48113.0,246.0,233.0,TX-057905,145113.0,10265.92,21286.79,057905,0.9471544715447154
DAMON ISD,Texas,4816260.0,Brazoria County,48039.0,2.0,1.0,TX-020910,115.0,12.0,23.9,020910,0.5
DANBURY ISD,Texas,4816290.0,Brazoria County,48039.0,4.0,3.0,TX-020904,759.0,62.22,110.38,020904,0.75
DARROUZETT ISD,Texas,4816320.0,Lipscomb County,48295.0,1.0,1.0,TX-148905,139.0,16.68,31.77,148905,1.0
DAWSON ISD,Texas,4816380.0,Navarro County,48349.0,3.0,3.0,TX-175904,509.0,43.0,96.51,175904,1.0
DAWSON ISD,Texas,4816350.0,Dawson County,48115.0,1.0,1.0,TX-058902,151.0,12.41,27.79,058902,1.0
DAYTON ISD,Texas,4816410.0,Liberty County,48291.0,7.0,7.0,TX-146902,5480.0,344.79,750.32,146902,1.0
DE LEON ISD,Texas,4816440.0,Comanche County,48093.0,3.0,3.0,TX-047902,739.0,55.43,133.0,047902,1.0
DECATUR ISD,Texas,4816500.0,Wise County,48497.0,5.0,5.0,TX-249905,3429.0,232.2,462.3,249905,1.0
DEER PARK ISD,Texas,4816530.0,Harris County,48201.0,15.0,14.0,TX-101908,12370.0,814.96,1887.67,101908,0.9333333333333333
DEKALB ISD,Texas,4816570.0,Bowie County,48037.0,3.0,3.0,TX-019901,759.0,70.0,128.99,019901,1.0
DEL VALLE ISD,Texas,4816620.0,Travis County,48453.0,15.0,14.0,TX-227910,10654.0,801.62,1724.98,227910,0.9333333333333333
DELL CITY ISD,Texas,4816650.0,Hudspeth County,48229.0,1.0,1.0,TX-115903,71.0,10.84,24.32,115903,1.0
DENISON ISD,Texas,4816710.0,Grayson County,48181.0,9.0,9.0,TX-091903,4591.0,341.6,622.72,091903,1.0
DENTON ISD,Texas,4816740.0,Denton County,48121.0,44.0,42.0,TX-061901,30267.0,2375.1,4127.77,061901,0.9545454545454546
DENVER CITY ISD,Texas,4816770.0,Yoakum County,48501.0,4.0,4.0,TX-251901,1638.0,121.74,256.73,251901,1.0
DESOTO ISD,Texas,4816860.0,Dallas County,48113.0,13.0,12.0,TX-057906,7929.0,487.68,976.29,057906,0.9230769230769231
DETROIT ISD,Texas,4816890.0,Red River County,48387.0,3.0,3.0,TX-194905,516.0,48.47,127.05,194905,1.0
DEVERS ISD,Texas,4816920.0,Liberty County,48291.0,3.0,2.0,TX-146903,205.0,13.4,25.87,146903,0.6666666666666666
DEVINE ISD,Texas,4816950.0,Medina County,48325.0,6.0,5.0,TX-163901,1984.0,136.28,290.86,163901,0.8333333333333334
DEW ISD,Texas,4816980.0,Freestone County,48161.0,1.0,1.0,TX-081906,164.0,18.99,36.19,081906,1.0
DEWEYVILLE ISD,Texas,4817010.0,Newton County,48351.0,2.0,2.0,TX-176903,534.0,47.85,96.61,176903,1.0
DIBOLL ISD,Texas,4817040.0,Angelina County,48005.0,6.0,6.0,TX-003905,1714.0,139.69,297.92,003905,1.0
DICKINSON ISD,Texas,4817070.0,Galveston County,48167.0,18.0,18.0,TX-084901,11631.0,834.22,1658.98,084901,1.0
DILLEY ISD,Texas,4817100.0,Frio County,48163.0,3.0,3.0,TX-082902,894.0,74.51,171.69,082902,1.0
DIME BOX ISD,Texas,4817130.0,Lee County,48287.0,1.0,1.0,TX-144903,160.0,16.28,31.13,144903,1.0
DIMMITT ISD,Texas,4817160.0,Castro County,48069.0,3.0,3.0,TX-035901,1182.0,103.9,262.76,035901,1.0
DIVIDE ISD,Texas,4817190.0,Kerr County,48265.0,1.0,1.0,TX-133905,22.0,2.79,5.14,133905,1.0
DODD CITY ISD,Texas,4817280.0,Fannin County,48147.0,1.0,1.0,TX-074904,337.0,27.95,48.03,074904,1.0
DONNA ISD,Texas,4817390.0,Hidalgo County,48215.0,24.0,24.0,TX-108902,13853.0,972.93,2234.23,108902,1.0
DORAL ACADEMY OF TEXAS,TEXAS,4801474.0,Bexar County,48029.0,1.0,0.0,TX-105804,0.0,0.0,0.0,105804,0.0
DOSS CONSOLIDATED CSD,Texas,4817400.0,Gillespie County,48171.0,1.0,1.0,TX-086024,18.0,2.99,5.85,086024,1.0
DOUGLASS ISD,Texas,4817460.0,Nacogdoches County,48347.0,1.0,1.0,TX-174911,457.0,41.29,61.21,174911,1.0
DR M L GARZA-GONZALEZ CHARTER SCHOOL,Texas,4800025.0,Nueces County,48355.0,1.0,1.0,TX-178801,221.0,16.1,35.42,178801,1.0
DRAW ACADEMY,Texas,4800263.0,Harris County,48201.0,1.0,1.0,TX-101856,707.0,34.01,79.82,101856,1.0
DRIPPING SPRINGS ISD,Texas,4800008.0,Hays County,48209.0,8.0,7.0,TX-105904,7283.0,500.85,969.12,105904,0.875
DRISCOLL ISD,Texas,4817550.0,Nueces County,48355.0,1.0,1.0,TX-178905,289.0,25.12,50.81,178905,1.0
DUBLIN ISD,Texas,4817580.0,Erath County,48143.0,3.0,3.0,TX-072902,1093.0,89.81,189.95,072902,1.0
DUMAS ISD,Texas,4817610.0,Moore County,48341.0,9.0,9.0,TX-171901,4170.0,323.88,676.17,171901,1.0
DUNCANVILLE ISD,Texas,4817640.0,Dallas County,48113.0,19.0,19.0,TX-057907,11748.0,823.68,1786.05,057907,1.0
EAGLE MT-SAGINAW ISD,Texas,4817700.0,Tarrant County,48439.0,30.0,29.0,TX-220918,21245.0,1407.17,2662.14,220918,0.9666666666666667
EAGLE PASS ISD,Texas,4817730.0,Maverick County,48323.0,24.0,24.0,TX-159901,14028.0,826.54,1865.69,159901,1.0
EANES ISD,Texas,4817760.0,Travis County,48453.0,12.0,11.0,TX-227909,7968.0,605.44,1084.62,227909,0.9166666666666666
EARLY ISD,Texas,4817790.0,Brown County,48049.0,4.0,4.0,TX-025909,1141.0,105.59,201.08,025909,1.0
EAST BERNARD ISD,Texas,4817830.0,Wharton County,48481.0,3.0,3.0,TX-241902,931.0,85.89,128.01,241902,1.0
EAST CENTRAL ISD,Texas,4817850.0,Bexar County,48029.0,16.0,15.0,TX-015911,9770.0,604.85,1255.33,015911,0.9375
EAST CHAMBERS ISD,Texas,4817880.0,Chambers County,48071.0,4.0,4.0,TX-036903,1509.0,114.87,213.72,036903,1.0
EAST FORT WORTH MONTESSORI ACADEMY,Texas,4800255.0,Tarrant County,48439.0,1.0,1.0,TX-220811,220.0,13.82,29.82,220811,1.0
EAST TEXAS CHARTER SCHOOLS,Texas,4800109.0,Gregg County,48183.0,1.0,1.0,TX-092801,138.0,12.43,14.67,092801,1.0
EASTLAND ISD,Texas,4817960.0,Eastland County,48133.0,4.0,3.0,TX-067903,1072.0,91.47,170.22,067903,0.75
ECTOR COUNTY ISD,Texas,4818000.0,Ector County,48135.0,44.0,44.0,TX-068901,31881.0,1952.95,3833.38,068901,1.0
ECTOR ISD,Texas,4818030.0,Fannin County,48147.0,2.0,2.0,TX-074905,256.0,23.84,51.59,074905,1.0
EDCOUCH-ELSA ISD,Texas,4818060.0,Hidalgo County,48215.0,10.0,9.0,TX-108903,4538.0,310.33,752.64,108903,0.9
EDEN CISD,Texas,4818070.0,Concho County,48095.0,4.0,3.0,TX-048901,232.0,18.76,39.12,048901,0.75
EDGEWOOD ISD,Texas,4818120.0,Van Zandt County,48467.0,4.0,4.0,TX-234903,963.0,80.12,151.99,234903,1.0
EDGEWOOD ISD,Texas,4818150.0,Bexar County,48029.0,24.0,23.0,TX-015905,9152.0,534.68,1340.83,015905,0.9583333333333334
EDINBURG CISD,Texas,4818180.0,Hidalgo County,48215.0,46.0,46.0,TX-108904,32797.0,2244.39,4640.25,108904,1.0
EDNA ISD,Texas,4818210.0,Jackson County,48239.0,4.0,4.0,TX-120901,1483.0,118.32,233.95,120901,1.0
EDUCATION CENTER INTERNATIONAL ACADEMY,Texas,4800186.0,Dallas County,48113.0,3.0,3.0,TX-057833,543.0,47.0,68.75,057833,1.0
EHRHART SCHOOL,Texas,4800221.0,Jefferson County,48245.0,1.0,1.0,TX-123805,484.0,35.58,54.03,123805,1.0
EL CAMPO ISD,Texas,4818280.0,Wharton County,48481.0,5.0,5.0,TX-241903,3530.0,233.44,501.6,241903,1.0
EL PASO ACADEMY,Texas,4800205.0,El Paso County,48141.0,2.0,2.0,TX-071804,322.0,13.92,28.01,071804,1.0
EL PASO ISD,Texas,4818300.0,El Paso County,48141.0,98.0,85.0,TX-071902,50661.0,3730.52,7753.47,071902,0.8673469387755102
EL PASO LEADERSHIP ACADEMY,Texas,4801439.0,El Paso County,48141.0,1.0,1.0,TX-071810,210.0,14.0,24.8,071810,1.0
ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,Texas,4801435.0,Bexar County,48029.0,1.0,1.0,TX-015836,466.0,31.78,47.44,015836,1.0
ELECTRA ISD,Texas,4818330.0,Wichita County,48485.0,2.0,2.0,TX-243902,441.0,44.21,81.64,243902,1.0
ELEVATE COLLEGIATE CHARTER SCHOOL,TEXAS,4801470.0,Harris County,48201.0,1.0,0.0,TX-101877,0.0,0.0,0.0,101877,0.0
ELGIN ISD,Texas,4818360.0,Bastrop County,48021.0,8.0,7.0,TX-011902,4628.0,297.63,674.42,011902,0.875
ELKHART ISD,Texas,4818390.0,Anderson County,48001.0,5.0,4.0,TX-001903,1200.0,102.2,183.69,001903,0.8
ELYSIAN FIELDS ISD,Texas,4818480.0,Harrison County,48203.0,3.0,3.0,TX-102906,846.0,73.84,144.53,102906,1.0
ENNIS ISD,Texas,4818540.0,Ellis County,48139.0,10.0,10.0,TX-070903,5836.0,397.23,752.64,070903,1.0
ERA ISD,Texas,4818600.0,Cooke County,48097.0,1.0,1.0,TX-049906,472.0,36.62,63.24,049906,1.0
ERATH EXCELS ACADEMY INC,Texas,4800159.0,Erath County,48143.0,2.0,2.0,TX-072802,123.0,9.42,16.72,072802,1.0
ETOILE ACADEMY CHARTER SCHOOL,TEXAS,4801460.0,Harris County,48201.0,1.0,1.0,TX-101872,216.0,13.73,22.66,101872,1.0
ETOILE ISD,Texas,4818660.0,Nacogdoches County,48347.0,1.0,1.0,TX-174910,91.0,12.0,29.15,174910,1.0
EULA ISD,Texas,4818690.0,Callahan County,48059.0,3.0,3.0,TX-030906,454.0,42.13,76.77,030906,1.0
EUSTACE ISD,Texas,4818720.0,Henderson County,48213.0,4.0,4.0,TX-107905,1592.0,123.79,279.95,107905,1.0
EVADALE ISD,Texas,4818750.0,Jasper County,48241.0,4.0,3.0,TX-121906,389.0,38.23,75.96,121906,0.75
EVANT ISD,Texas,4818780.0,Coryell County,48099.0,2.0,2.0,TX-050901,273.0,23.13,48.9,050901,1.0
EVERMAN ISD,Texas,4818810.0,Tarrant County,48439.0,11.0,10.0,TX-220904,5648.0,409.17,878.09,220904,0.9090909090909091
EVOLUTION ACADEMY CHARTER SCHOOL,Texas,4800236.0,Dallas County,48113.0,3.0,3.0,TX-057834,667.0,28.59,52.09,057834,1.0
EXCEL ACADEMY,Texas,4800049.0,Harris County,48201.0,4.0,4.0,TX-101811,206.0,28.0,56.8,101811,1.0
EXCELLENCE IN LEADERSHIP ACADEMY,Texas,4801433.0,Hidalgo County,48215.0,1.0,1.0,TX-108809,300.0,21.01,39.01,108809,1.0
EXCELSIOR ISD,Texas,4818840.0,Shelby County,48419.0,1.0,1.0,TX-210906,71.0,10.73,21.45,210906,1.0
EZZELL ISD,Texas,4818890.0,Lavaca County,48285.0,1.0,1.0,TX-143906,77.0,8.12,15.69,143906,1.0
FABENS ISD,Texas,4818900.0,El Paso County,48141.0,5.0,4.0,TX-071903,2048.0,150.74,336.58,071903,0.8
FAIRFIELD ISD,Texas,4818940.0,Freestone County,48161.0,4.0,4.0,TX-081902,1703.0,139.89,279.42,081902,1.0
FALLS CITY ISD,Texas,4819020.0,Karnes County,48255.0,3.0,2.0,TX-128904,408.0,33.09,65.28,128904,0.6666666666666666
FANNINDEL ISD,Texas,4819050.0,Fannin County,48147.0,2.0,2.0,TX-060914,159.0,17.0,42.0,060914,1.0
FARMERSVILLE ISD,Texas,4819080.0,Collin County,48085.0,5.0,4.0,TX-043904,1884.0,126.92,246.39,043904,0.8
FARWELL ISD,Texas,4819110.0,Parmer County,48369.0,3.0,3.0,TX-185902,543.0,58.33,102.94,185902,1.0
FAYETTEVILLE ISD,Texas,4819140.0,Fayette County,48149.0,1.0,1.0,TX-075906,274.0,22.9,42.44,075906,1.0
FERRIS ISD,Texas,4819170.0,Ellis County,48139.0,5.0,5.0,TX-070905,2586.0,202.69,439.35,070905,1.0
FLATONIA ISD,Texas,4819280.0,Fayette County,48149.0,3.0,3.0,TX-075901,602.0,55.05,98.76,075901,1.0
FLORENCE ISD,Texas,4819320.0,Williamson County,48491.0,7.0,3.0,TX-246902,1075.0,84.9,178.62,246902,0.42857142857142855
FLORESVILLE ISD,Texas,4819350.0,Wilson County,48493.0,6.0,6.0,TX-247901,3992.0,248.67,515.16,247901,1.0
FLOUR BLUFF ISD,Texas,4819380.0,Nueces County,48355.0,7.0,7.0,TX-178914,5553.0,360.66,727.47,178914,1.0
FLOYDADA ISD,Texas,4819440.0,Floyd County,48153.0,4.0,4.0,TX-077901,705.0,61.33,132.77,077901,1.0
FOLLETT ISD,Texas,4819500.0,Lipscomb County,48295.0,1.0,1.0,TX-148902,170.0,18.25,32.94,148902,1.0
FORESTBURG ISD,Texas,4819530.0,Montague County,48337.0,1.0,1.0,TX-169910,163.0,22.38,36.12,169910,1.0
FORNEY ISD,Texas,4819560.0,Kaufman County,48257.0,19.0,16.0,TX-129902,12765.0,783.51,1460.23,129902,0.8421052631578947
FORSAN ISD,Texas,4819620.0,Howard County,48227.0,2.0,2.0,TX-114904,777.0,61.44,110.71,114904,1.0
FORT BEND ISD,Texas,4819650.0,Fort Bend County,48157.0,87.0,82.0,TX-079907,76735.0,5054.75,10695.87,079907,0.9425287356321839
FORT ELLIOTT CISD,Texas,4811400.0,Wheeler County,48483.0,1.0,1.0,TX-242906,144.0,17.51,36.86,242906,1.0
FORT STOCKTON ISD,Texas,4820190.0,Pecos County,48371.0,5.0,5.0,TX-186902,2310.0,182.64,379.26,186902,1.0
FORT WORTH ACADEMY OF FINE ARTS,Texas,4800231.0,Tarrant County,48439.0,2.0,2.0,TX-220809,635.0,51.37,84.91,220809,1.0
FORT WORTH ISD,Texas,4819700.0,Tarrant County,48439.0,150.0,146.0,TX-220905,76858.0,5488.23,10648.11,220905,0.9733333333333334
FRANKLIN ISD,Texas,4819740.0,Robertson County,48395.0,3.0,3.0,TX-198903,1257.0,108.55,220.66,198903,1.0
FRANKSTON ISD,Texas,4819770.0,Anderson County,48001.0,3.0,3.0,TX-001904,769.0,65.4,132.6,001904,1.0
FREDERICKSBURG ISD,Texas,4819840.0,Gillespie County,48171.0,6.0,6.0,TX-086901,3101.0,232.22,479.06,086901,1.0
FREER ISD,Texas,4819820.0,Duval County,48131.0,3.0,3.0,TX-066903,783.0,60.29,139.01,066903,1.0
FRENSHIP ISD,Texas,4819830.0,Lubbock County,48303.0,13.0,13.0,TX-152907,10353.0,685.98,1235.46,152907,1.0
FRIENDSWOOD ISD,Texas,4819950.0,Galveston County,48167.0,7.0,6.0,TX-084911,6119.0,384.5,781.8,084911,0.8571428571428571
FRIONA ISD,Texas,4819980.0,Parmer County,48369.0,4.0,4.0,TX-185903,1086.0,101.51,214.58,185903,1.0
FRISCO ISD,Texas,4820010.0,Collin County,48085.0,74.0,74.0,TX-043905,63493.0,4388.91,7620.06,043905,1.0
FROST ISD,Texas,4820040.0,Navarro County,48349.0,3.0,3.0,TX-175905,434.0,36.75,68.9,175905,1.0
FRUITVALE ISD,Texas,4820070.0,Van Zandt County,48467.0,3.0,3.0,TX-234909,430.0,34.48,83.09,234909,1.0
FT DAVIS ISD,Texas,4820100.0,Jeff Davis County,48243.0,1.0,1.0,TX-122901,197.0,21.95,39.66,122901,1.0
FT HANCOCK ISD,Texas,4820130.0,Hudspeth County,48229.0,3.0,3.0,TX-115901,409.0,35.16,82.1,115901,1.0
FT SAM HOUSTON ISD,Texas,4820160.0,Bexar County,48029.0,2.0,2.0,TX-015914,1501.0,133.47,300.09,015914,1.0
GAINESVILLE ISD,Texas,4820220.0,Cooke County,48097.0,5.0,5.0,TX-049901,3057.0,206.6,395.56,049901,1.0
GALENA PARK ISD,Texas,4820250.0,Harris County,48201.0,25.0,24.0,TX-101910,21918.0,1404.4,3225.69,101910,0.96
GALVESTON ISD,Texas,4820280.0,Galveston County,48167.0,13.0,12.0,TX-084902,6698.0,485.98,1067.14,084902,0.9230769230769231
GANADO ISD,Texas,4820310.0,Jackson County,48239.0,3.0,3.0,TX-120902,713.0,60.16,112.62,120902,1.0
GARLAND ISD,Texas,4820340.0,Dallas County,48113.0,74.0,73.0,TX-057909,53921.0,3609.3,7223.55,057909,0.9864864864864865
GARNER ISD,Texas,4820370.0,Parker County,48367.0,1.0,1.0,TX-184911,216.0,16.27,37.17,184911,1.0
GARRISON ISD,Texas,4820400.0,Nacogdoches County,48347.0,4.0,4.0,TX-174903,691.0,58.9,94.81,174903,1.0
GARY ISD,Texas,4820460.0,Panola County,48365.0,1.0,1.0,TX-183904,472.0,43.09,75.22,183904,1.0
GATESVILLE ISD,Texas,4820500.0,Coryell County,48099.0,5.0,5.0,TX-050902,2790.0,203.65,410.52,050902,1.0
GATEWAY CHARTER ACADEMY,Texas,4800184.0,Dallas County,48113.0,2.0,2.0,TX-057831,783.0,33.21,55.89,057831,1.0
GAUSE ISD,Texas,4820520.0,Milam County,48331.0,1.0,1.0,TX-166902,167.0,14.94,27.93,166902,1.0
GEORGE GERVIN ACADEMY,Texas,4800014.0,Bexar County,48029.0,2.0,2.0,TX-015802,870.0,56.93,108.97,015802,1.0
GEORGE I SANCHEZ CHARTER,Texas,4800020.0,Harris County,48201.0,2.0,2.0,TX-101804,993.0,66.68,146.5,101804,1.0
GEORGE WEST ISD,Texas,4820550.0,Live Oak County,48297.0,5.0,5.0,TX-149901,1033.0,79.85,175.87,149901,1.0
GEORGETOWN ISD,Texas,4820600.0,Williamson County,48491.0,21.0,21.0,TX-246904,11866.0,940.41,1813.86,246904,1.0
GHOLSON ISD,Texas,4820610.0,McLennan County,48309.0,2.0,1.0,TX-161925,218.0,19.94,38.39,161925,0.5
