ELSI Export

National Center for Education Statistics - http://nces.ed.gov/ccd/elsi/

This is a District based table with the following filters applied: State(s) (All Years): TEXAS

Agency Name,State Name [District] Latest available year,Agency ID - NCES Assigned [District] Latest available year,County Name [District] 2020-21,County Number [District] 2020-21,Total Number Operational Schools [Public School] 2020-21,Total Number of Public Schools [Public School] 2020-21,State Agency ID [District] 2020-21,Total Students All Grades (Excludes AE) [District] 2020-21,Full-Time Equivalent (FTE) Teachers [District] 2020-21,Total Staff [District] 2020-21,Locale [District] 2020-21
UPLIFT EDUCATION,Texas,4800030,Dallas County,48113,42,43,TX-057803,21521,1369.08,2490.89,11-City: Large
UT TYLER UNIVERSITY ACADEMY,Texas,4801427,Smith County,48423,3,3,TX-212804,827,56.94,87.75,12-City: Mid-size
UTOPIA ISD,Texas,4843680,Uvalde County,48463,1,1,TX-232904,206,19.16,39.97,43-Rural: Remote
UTPB STEM ACADEMY,TEXAS,4801443,Ector County,48135,1,1,TX-068803,792,44.73,60.54,12-City: Mid-size
UVALDE CISD,Texas,4843720,Uvalde County,48463,8,9,TX-232903,4150,278.92,733.98,33-Town: Remote
VALENTINE ISD,Texas,4843740,Jeff Davis County,48243,1,1,TX-122902,35,9.76,15.79,43-Rural: Remote
VALLEY MILLS ISD,Texas,4843760,McLennan County,48309,3,5,TX-018904,618,55.24,94.73,42-Rural: Distant
VALLEY VIEW ISD,Texas,4843800,Hidalgo County,48215,8,9,TX-108916,4132,273.79,660.15,21-Suburb: Large
VALLEY VIEW ISD,Texas,4843860,Cooke County,48097,3,3,TX-049903,886,71.79,162.57,42-Rural: Distant
VALOR PUBLIC SCHOOLS,TEXAS,4801461,Travis County,48453,2,2,TX-227829,1091,59.77,94.07,11-City: Large
VAN ALSTYNE ISD,Texas,4843890,Grayson County,48181,4,4,TX-091908,1868,124.79,228.63,41-Rural: Fringe
VAN ISD,Texas,4843920,Van Zandt County,48467,5,5,TX-234906,2354,152.09,314.38,32-Town: Distant
VAN VLECK ISD,Texas,4843950,Matagorda County,48321,4,4,TX-158906,1056,78.80,164.48,41-Rural: Fringe
VANGUARD ACADEMY,Texas,4800195,Hidalgo County,48215,4,4,TX-108808,4906,274.80,515.92,21-Suburb: Large
VEGA ISD,Texas,4843980,Oldham County,48359,3,3,TX-180902,360,41.67,69.97,43-Rural: Remote
VENUS ISD,Texas,4844010,Johnson County,48251,4,5,TX-126908,2197,164.51,314.76,31-Town: Fringe
VERIBEST ISD,Texas,4844040,Tom Green County,48451,2,4,TX-226908,258,23.00,43.31,42-Rural: Distant
VERNON ISD,Texas,4844110,Wilbarger County,48487,5,5,TX-244903,1899,144.51,314.34,33-Town: Remote
VICTORIA ISD,Texas,4844150,Victoria County,48469,25,26,TX-235902,13479,936.23,2049.69,13-City: Small
VIDOR ISD,Texas,4844160,Orange County,48361,6,6,TX-181907,4236,323.38,700.43,22-Suburb: Mid-size
VILLAGE TECH SCHOOLS,Texas,4801436,Dallas County,48113,1,1,TX-057847,1203,60.96,100.26,21-Suburb: Large
VISTA DEL FUTURO CHARTER SCHOOL,Texas,4801394,El Paso County,48141,1,1,TX-071809,249,15.21,51.69,11-City: Large
VYSEHRAD ISD,Texas,4844250,Lavaca County,48285,1,1,TX-143904,107,11.31,20.75,43-Rural: Remote
WACO CHARTER SCHOOL,Texas,4800024,McLennan County,48309,1,1,TX-161801,223,18.00,35.31,12-City: Mid-size
WACO ISD,Texas,4844280,McLennan County,48309,25,25,TX-161914,14428,1002.72,2316.34,12-City: Mid-size
WAELDER ISD,Texas,4844310,Gonzales County,48177,1,1,TX-089905,298,27.79,62.57,43-Rural: Remote
WALCOTT ISD,Texas,4844370,Deaf Smith County,48117,1,1,TX-059902,142,9.70,23.42,43-Rural: Remote
WALL ISD,Texas,4844410,Tom Green County,48451,6,6,TX-226906,1258,121.19,222.32,41-Rural: Fringe
WALLER ISD,Texas,4844430,Waller County,48473,8,9,TX-237904,7762,535.17,1147.51,42-Rural: Distant
WALNUT BEND ISD,Texas,4844490,Cooke County,48097,1,1,TX-049908,58,5.84,15.89,42-Rural: Distant
WALNUT SPRINGS ISD,Texas,4844520,Bosque County,48035,1,1,TX-018905,170,20.00,32.50,43-Rural: Remote
WARREN ISD,Texas,4844580,Tyler County,48457,4,5,TX-229904,1268,97.88,201.94,42-Rural: Distant
WASKOM ISD,Texas,4844670,Harrison County,48203,3,4,TX-102903,824,76.30,158.58,42-Rural: Distant
WATER VALLEY ISD,Texas,4844710,Tom Green County,48451,4,7,TX-226905,313,32.18,53.41,42-Rural: Distant
WAXAHACHIE FAITH FAMILY ACADEMY,Texas,4800105,Dallas County,48113,2,2,TX-070801,2686,123.32,282.22,11-City: Large
WAXAHACHIE ISD,Texas,4844730,Ellis County,48139,16,16,TX-070912,9679,714.72,1521.96,21-Suburb: Large
WAYSIDE SCHOOLS,Texas,4800044,Travis County,48453,4,4,TX-227803,1861,129.14,210.98,11-City: Large
WEATHERFORD ISD,Texas,4844800,Parker County,48367,10,10,TX-184903,8024,561.82,1087.69,31-Town: Fringe
WEBB CISD,Texas,4844810,Webb County,48479,3,5,TX-240904,269,29.99,65.77,43-Rural: Remote
WEIMAR ISD,Texas,4844820,Colorado County,48089,3,3,TX-045905,670,60.71,114.24,42-Rural: Distant
WELLINGTON ISD,Texas,4844890,Collingsworth County,48087,3,3,TX-044902,542,54.26,101.35,43-Rural: Remote
WELLMAN-UNION CISD,Texas,4844910,Terry County,48445,1,1,TX-223904,308,25.59,49.59,42-Rural: Distant
WELLS ISD,Texas,4844940,Cherokee County,48073,2,2,TX-037909,263,27.49,51.85,42-Rural: Distant
WESLACO ISD,Texas,4844960,Hidalgo County,48215,22,22,TX-108913,16571,1042.71,2227.05,21-Suburb: Large
WEST HARDIN COUNTY CISD,Texas,4845000,Hardin County,48199,3,3,TX-100908,535,48.11,88.74,42-Rural: Distant
WEST ISD,Texas,4845040,McLennan County,48309,4,5,TX-161916,1264,96.39,205.89,41-Rural: Fringe
WEST ORANGE-COVE CISD,Texas,4845090,Orange County,48361,4,4,TX-181906,2522,179.71,411.33,22-Suburb: Mid-size
WEST OSO ISD,Texas,4845120,Nueces County,48355,5,5,TX-178915,1977,142.17,309.88,11-City: Large
WEST RUSK COUNTY CONSOLIDATED ISD,Texas,4845150,Rusk County,48401,4,5,TX-201914,1027,76.50,160.81,42-Rural: Distant
WEST SABINE ISD,Texas,4845180,Sabine County,48403,2,2,TX-202905,569,49.76,95.98,43-Rural: Remote
WESTBROOK ISD,Texas,4845210,Mitchell County,48335,1,2,TX-168903,227,21.31,50.38,42-Rural: Distant
WESTHOFF ISD,Texas,4845240,DeWitt County,48123,1,1,TX-062905,66,7.18,17.83,43-Rural: Remote
WESTLAKE ACADEMY CHARTER SCHOOL,Texas,4800254,Tarrant County,48439,1,1,TX-220810,865,63.11,101.47,41-Rural: Fringe
WESTPHALIA ISD,Texas,4845330,Falls County,48145,1,1,TX-073904,160,15.22,27.01,42-Rural: Distant
WESTWOOD ISD,Texas,4843290,Anderson County,48001,4,4,TX-001908,1352,125.90,262.79,32-Town: Distant
WHARTON ISD,Texas,4845380,Wharton County,48481,4,4,TX-241904,1914,150.48,353.61,32-Town: Distant
WHEELER ISD,Texas,4845420,Wheeler County,48483,1,1,TX-242903,417,39.88,71.88,43-Rural: Remote
WHITE DEER ISD,Texas,4845450,Carson County,48065,2,2,TX-033904,373,31.09,62.03,43-Rural: Remote
WHITE OAK ISD,Texas,4845480,Gregg County,48183,4,4,TX-092908,1468,121.55,208.44,23-Suburb: Small
WHITE SETTLEMENT ISD,Texas,4845540,Tarrant County,48439,10,10,TX-220920,6701,441.13,825.32,41-Rural: Fringe
WHITEFACE CISD,Texas,4845570,Cochran County,48079,1,1,TX-040902,339,31.94,59.46,43-Rural: Remote
WHITEHOUSE ISD,Texas,4845600,Smith County,48423,8,8,TX-212906,4818,341.82,674.54,22-Suburb: Mid-size
WHITESBORO ISD,Texas,4845630,Grayson County,48181,4,5,TX-091909,1596,106.50,216.49,32-Town: Distant
WHITEWRIGHT ISD,Texas,4845670,Grayson County,48181,3,3,TX-091910,743,66.37,111.17,42-Rural: Distant
WHITHARRAL ISD,Texas,4845690,Hockley County,48219,1,1,TX-110908,176,17.45,32.16,42-Rural: Distant
WHITNEY ISD,Texas,4845720,Hill County,48217,5,6,TX-109911,1443,117.75,251.79,42-Rural: Distant
WICHITA FALLS ISD,Texas,4845780,Wichita County,48485,28,28,TX-243905,13600,1037.04,1934.87,12-City: Mid-size
WILDORADO ISD,Texas,4845840,Oldham County,48359,1,1,TX-180904,216,17.51,30.61,42-Rural: Distant
WILLIS ISD,Texas,4845900,Montgomery County,48339,11,12,TX-170904,7882,442.28,973.76,41-Rural: Fringe
WILLS POINT ISD,Texas,4845950,Van Zandt County,48467,5,5,TX-234907,2467,180.79,377.61,32-Town: Distant
WILSON ISD,Texas,4845990,Lynn County,48305,1,1,TX-153907,135,17.50,33.23,42-Rural: Distant
WIMBERLEY ISD,Texas,4800009,Hays County,48209,4,4,TX-105905,2562,179.08,363.08,41-Rural: Fringe
WINDHAM SCHOOL DISTRICT,Texas,4800291,Walker County,48471,="0",†,TX-236903,–,†,="0.00",32-Town: Distant
WINDTHORST ISD,Texas,4846080,Archer County,48009,3,3,TX-005904,434,35.80,65.77,42-Rural: Distant
WINFREE ACADEMY CHARTER SCHOOLS,Texas,4800202,Dallas County,48113,6,6,TX-057828,1276,48.87,119.66,21-Suburb: Large
WINK-LOVING ISD,Texas,4846170,Winkler County,48495,2,2,TX-248902,403,45.87,80.42,42-Rural: Distant
WINNSBORO ISD,Texas,4846200,Wood County,48499,4,4,TX-250907,1467,112.77,233.83,32-Town: Distant
WINONA ISD,Texas,4846230,Smith County,48423,3,3,TX-212910,1053,92.70,210.06,41-Rural: Fringe
WINTERS ISD,Texas,4846260,Runnels County,48399,4,5,TX-200904,556,49.34,116.24,32-Town: Distant
WODEN ISD,Texas,4846320,Nacogdoches County,48347,3,3,TX-174906,764,66.00,102.83,42-Rural: Distant
WOLFE CITY ISD,Texas,4846350,Hunt County,48231,3,3,TX-116909,641,59.06,107.28,43-Rural: Remote
WOODSBORO ISD,Texas,4846380,Refugio County,48391,2,2,TX-196902,428,42.00,93.00,42-Rural: Distant
WOODSON ISD,Texas,4846410,Throckmorton County,48447,1,1,TX-224902,161,14.56,26.51,43-Rural: Remote
WOODVILLE ISD,Texas,4846440,Tyler County,48457,4,4,TX-229903,1236,115.18,267.25,33-Town: Remote
WORTHAM ISD,Texas,4846470,Freestone County,48161,3,4,TX-081905,495,37.88,80.55,42-Rural: Distant
WYLIE ISD,Texas,4846500,Taylor County,48441,7,8,TX-221912,4910,324.73,625.00,12-City: Mid-size
WYLIE ISD,Texas,4846530,Collin County,48085,20,22,TX-043914,17482,1106.31,2165.34,21-Suburb: Large
YANTIS ISD,Texas,4846590,Wood County,48499,2,2,TX-250905,371,31.95,52.97,43-Rural: Remote
YELLOWSTONE COLLEGE PREPARATORY,TEXAS,4801463,Harris County,48201,1,1,TX-101873,230,17.26,27.69,11-City: Large
YES PREP PUBLIC SCHOOLS INC,Texas,4800209,Harris County,48201,17,17,TX-101845,13455,801.78,1463.85,11-City: Large
YOAKUM ISD,Texas,4846620,Lavaca County,48285,5,5,TX-062903,1495,150.53,376.11,32-Town: Distant
YORKTOWN ISD,Texas,4846650,DeWitt County,48123,3,3,TX-062904,524,51.22,91.83,43-Rural: Remote
YSLETA ISD,Texas,4846680,El Paso County,48141,58,60,TX-071905,38390,2642.51,6119.42,11-City: Large
ZAPATA COUNTY ISD,Texas,4846710,Zapata County,48505,6,6,TX-253901,3486,227.95,519.55,33-Town: Remote
ZAVALLA ISD,Texas,4846740,Angelina County,48005,2,3,TX-003906,300,32.14,59.02,43-Rural: Remote
ZEPHYR ISD,Texas,4846770,Brown County,48049,1,1,TX-025906,199,19.97,33.55,42-Rural: Distant


Data Source: U.S. Department of Education National Center for Education Statistics Common Core of Data (CCD) "Local Education Agency (School District) Universe Survey" 2020-21 v.1a; "Public Elementary/Secondary School Universe Survey" 2020-21 v.1a.

† indicates that the data are not applicable.
– indicates that the data are missing.
‡ indicates that the data do not meet NCES data quality standards.
